ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Zona_Este,Zona_Norte,Zona_Oeste,Zona_Sur,Sector_Macro_Administración/Servicios Públicos,Sector_Macro_Arte/Cultura,Sector_Macro_Empresa/Finanzas,Sector_Macro_Otros,Sector_Macro_Salud/Bienestar,Sector_Macro_Tecnología/Industria,Campanna_anno_0,Campanna_anno_1,Campanna_anno_3,Campanna_anno_4,Campanna_anno_5,Cluster
CLI10007,1,1,-0.49724628675541477,1,-0.49668670800331816,0.624361163194121,0.8048431541524768,0.497508079437255,0.6826590317992148,-0.8044336306292047,-0.26886288234019423,-0.5351566670307879,0,2.005562707096173,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
CLI10008,1,1,-0.9898159903378331,1,-1.7616449947948984,-0.7327433459424082,-0.48891511758510287,0.9900874157737113,0.6826590317992148,-0.757050087248451,-0.1947060678011424,-0.5351566670307879,0,0.9501009886517593,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CLI10009,0,1,0.43316315334470873,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.43291955586494024,-0.6273325852581351,-0.9391814650852658,-0.9394984225194458,-0.5351566670307879,0,-0.1927556491542937,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
CLI1001,1,1,0.32370321921528245,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.32345748112350553,-0.6273325852581351,-0.69483269754993,-0.3720375808293099,-0.5351566670307879,0,-1.1675451343418095,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
CLI10010,0,1,0.4878931204094219,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.4876505932356576,-0.6273325852581351,0.26775678121901253,-0.6235259083965292,0.16653596910555918,0,-1.3288896008556053,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
CLI10011,1,0,0.542623087474135,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.542381630606375,-0.6273325852581351,1.1757294505932046,-1.0652425863030555,0.16653596910555918,1,-1.2549400537034487,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
CLI10012,1,1,-0.05940655023770959,1,0.7682715787882621,0.624361163194121,-0.48891511758510287,0.05965978047151605,-0.6273325852581351,1.766370828548646,-1.0023705044112505,0.16653596910555918,1,0.008924933987950957,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4
CLI10013,1,1,-0.11413651730242273,1,0.7682715787882621,-0.7327433459424082,-0.48891511758510287,0.11439081784223341,-0.6273325852581351,1.5421960920054736,-0.3397954875514613,0.16653596910555918,1,0.3719499836439913,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
CLI10014,1,0,-0.4425163196907016,1,-0.49668670800331816,-0.7327433459424082,-1.1357942534538927,0.4427770420665376,0.6826590317992148,1.76142621310939,-0.417176511418298,0.16653596910555918,0,1.9921173348866899,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
CLI10015,1,0,-0.4425163196907016,1,-0.49668670800331816,-0.7327433459424082,-0.48891511758510287,0.4427770420665376,0.6826590317992148,-0.7997150547528864,0.4727052630503243,-0.5351566670307879,0,-0.569226071019817,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
CLI10016,0,0,-0.22359645143184903,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,0.22385289258366817,-0.6273325852581351,-0.41994033407267745,-0.6396469550354535,0.16653596910555918,0,1.2324538050509017,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
CLI10017,1,1,0.21424328508585613,1,0.7682715787882621,0.624361163194121,0.15796401828368692,-0.2139954063820708,-0.6273325852581351,0.8457399436499592,0.762884102550962,1.2190749233100797,0,0.11648791166381477,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4
CLI10018,1,0,-0.8256260891436936,0,-0.49668670800331816,-0.7327433459424082,-0.48891511758510287,0.8258943036615592,0.6826590317992148,-0.9341520848099085,0.10192119035506501,-0.5351566670307879,0,0.43917684469140617,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CLI10019,0,1,0.542623087474135,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.542381630606375,-0.6273325852581351,1.810476798266807,0.7951261958288106,0.16653596910555918,0,0.257664319863386,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
CLI1002,0,0,0.43316315334470873,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.43291955586494024,-0.6273325852581351,-0.6487488816560665,-0.05606506670639329,-0.5351566670307879,0,0.7349750333000317,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
CLI10020,1,1,0.10478335095642985,1,0.7682715787882621,0.624361163194121,-0.48891511758510287,-0.10453333164063605,-0.6273325852581351,0.18875595397238923,-0.4026675694432661,0.16653596910555918,0,-1.6112424172547477,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
CLI10021,1,0,-0.6614361879495542,1,-0.49668670800331816,-0.7327433459424082,1.4517222900212665,0.6617011915494071,0.6826590317992148,-1.0822645084246436,-0.899195805922135,-0.5351566670307879,0,-1.6583012199879381,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CLI10022,0,0,-0.22359645143184903,1,0.7682715787882621,-0.7327433459424082,-0.48891511758510287,0.22385289258366817,-0.6273325852581351,-0.3300330979143243,-0.8250389913830831,0.16653596910555918,0,1.0038824774896913,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
CLI10023,0,1,-0.4425163196907016,1,-0.49668670800331816,-0.7327433459424082,-1.1357942534538927,0.4427770420665376,0.6826590317992148,-0.002558281108757615,-1.7536112777851238,0.16653596910555918,0,1.111445455165555,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
CLI10024,1,0,-0.7161661550142674,0,-0.49668670800331816,-0.7327433459424082,0.8048431541524768,0.7164322289201245,0.6826590317992148,-0.8871076007735609,1.1771950011713168,-0.5351566670307879,0,0.12321059776855625,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CLI10025,0,1,0.43316315334470873,1,0.7682715787882621,-0.7327433459424082,-0.48891511758510287,-0.43291955586494024,-0.6273325852581351,-0.9720702214926583,0.8257561844427668,-0.5351566670307879,0,1.897999729420309,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
CLI10026,0,0,0.32370321921528245,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.32345748112350553,-0.6273325852581351,-0.978625368817843,-0.970128411133402,-0.5351566670307879,0,1.3131260383077996,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
CLI10027,1,1,2.2392520664802427,0,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-2.2390437890986132,-1.937324202315485,1.7664838483301146,0.03743700379936774,2.6224601955827738,1,0.5400171362625286,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
CLI10028,1,1,1.691952395833111,1,0.7682715787882621,0.624361163194121,0.8048431541524768,-1.6917334153914398,-1.937324202315485,0.9701182131562668,-1.8858038602243032,1.2190749233100797,0,-1.133931703818102,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4
CLI10029,0,0,1.5824924617036848,1,0.7682715787882621,-0.7327433459424082,-0.48891511758510287,-1.582271340650005,-0.6273325852581351,1.907221731204017,-0.7186400835661827,0.16653596910555918,0,-1.2347719953892244,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
CLI1003,1,0,-0.22359645143184903,1,0.7682715787882621,-0.7327433459424082,-0.48891511758510287,0.22385289258366817,-0.6273325852581351,1.718619970878119,0.10192119035506501,0.16653596910555918,1,-1.1675451343418095,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
CLI10030,1,0,-1.372925759790825,0,-1.7616449947948984,-0.7327433459424082,0.15796401828368692,1.373204677368733,1.992650648856565,-1.1587506455335883,1.5447548645387912,-0.5351566670307879,1,0.0425383645116584,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3
CLI10031,1,0,-1.372925759790825,0,-1.7616449947948984,-0.7327433459424082,1.4517222900212665,1.373204677368733,1.992650648856565,-0.9594402609135307,0.7661083118787468,-0.5351566670307879,1,0.5669078806814944,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
CLI10032,0,1,-0.1688664843671359,0,0.7682715787882621,0.624361163194121,0.8048431541524768,0.16912185521295078,-0.6273325852581351,0.861619222946312,-0.1947060678011424,-0.5351566670307879,0,1.6425376574401325,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2
CLI10033,0,0,0.32370321921528245,0,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.32345748112350553,-0.6273325852581351,1.5728809626742264,-0.4655396513350709,2.6224601955827738,0,0.6139666834146849,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
CLI10034,0,0,0.43316315334470873,0,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.43291955586494024,-0.6273325852581351,1.3082451443652587,-0.4655396513350709,2.6224601955827738,0,0.12321059776855625,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
CLI10035,1,1,-0.93508602327312,0,-1.7616449947948984,0.624361163194121,1.4517222900212665,0.9353563784029939,0.6826590317992148,-0.72794749352026,0.583940484858902,-0.5351566670307879,0,0.6475801139383923,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3
CLI10036,1,0,-0.3877863526259885,1,-0.49668670800331816,-0.7327433459424082,-0.48891511758510287,0.38804600469582023,0.6826590317992148,0.5099581729064429,-0.30594128960972017,0.16653596910555918,0,1.0173278496991742,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
CLI10038,1,0,-1.4823856939202513,0,-1.7616449947948984,-0.7327433459424082,0.8048431541524768,1.4826667521101675,1.992650648856565,-0.9743023621766652,1.0450024187321374,-0.5351566670307879,1,0.4122861002724402,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3
CLI10039,0,0,-0.7161661550142674,0,-0.49668670800331816,-0.7327433459424082,0.15796401828368692,0.7164322289201245,0.6826590317992148,-0.7500711157427586,0.9547245575541613,-0.5351566670307879,1,0.6139666834146849,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
CLI10040,0,1,0.43316315334470873,0,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.43291955586494024,-0.6273325852581351,1.7039839091779219,0.3840395065362405,2.6224601955827738,1,-1.1944358787607754,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
CLI10041,1,1,-1.0445459574025462,0,-1.7616449947948984,-0.7327433459424082,-0.48891511758510287,1.0448184531444287,0.6826590317992148,-1.0736750050330222,2.268589858626493,-0.5351566670307879,0,-1.6448558477784552,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
CLI10042,1,1,1.0351927910565533,0,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-1.0349609669428312,-0.6273325852581351,0.710794324576328,-0.686397990288334,2.6224601955827738,0,1.1450588856892625,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
CLI10043,0,1,0.43316315334470873,1,0.7682715787882621,0.624361163194121,0.8048431541524768,-0.43291955586494024,-0.6273325852581351,-0.594499386551089,-0.7815121654579875,-0.5351566670307879,0,-1.3625030313793125,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2
CLI10044,0,1,0.10478335095642985,1,0.7682715787882621,0.624361163194121,0.15796401828368692,-0.10453333164063605,-0.6273325852581351,1.1211126411984538,-0.5606538265047244,1.2190749233100797,0,0.3316138670155424,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4
CLI10045,1,1,-0.8803560562084067,1,-0.49668670800331816,1.9814656723306503,-0.48891511758510287,0.8806253410322765,0.6826590317992148,-1.0785066006908093,1.2142734084408429,-0.5351566670307879,0,1.4879158770310783,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI10046,1,1,0.21424328508585613,0,0.7682715787882621,-0.7327433459424082,1.4517222900212665,-0.2139954063820708,-0.6273325852581351,-0.2217601472673069,-1.0023705044112505,-0.5351566670307879,0,0.3719499836439913,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
CLI10047,1,0,-1.0992759244672594,1,-1.7616449947948984,-0.7327433459424082,-0.48891511758510287,1.099549490515146,0.6826590317992148,-0.7990086811187069,1.3787080841578707,-0.5351566670307879,1,0.5400171362625286,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
CLI10048,1,0,-0.22359645143184903,0,0.7682715787882621,-0.7327433459424082,1.4517222900212665,0.22385289258366817,-0.6273325852581351,0.6971189310186149,1.3255086302494206,-0.5351566670307879,0,1.9316131599440165,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2
CLI10049,1,0,0.10478335095642985,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.10453333164063605,-0.6273325852581351,-0.13578034851499116,0.6048978454895036,0.16653596910555918,1,0.1568240282922637,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
CLI1005,0,1,1.8014123299625373,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-1.8011954901328744,-1.937324202315485,-0.9574059048470941,0.7306420092731133,-0.5351566670307879,0,-0.5221672682866266,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
CLI10050,1,1,-0.7161661550142674,1,-0.49668670800331816,0.624361163194121,-0.48891511758510287,0.7164322289201245,0.6826590317992148,-0.9895600326749401,0.8434893357455835,-0.5351566670307879,0,1.951781218258241,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CLI10051,1,1,-0.3330563855612753,1,0.7682715787882621,-0.7327433459424082,0.15796401828368692,0.3333149673251029,0.6826590317992148,0.9750063187047882,1.3255086302494206,-0.5351566670307879,0,-1.6919146505116456,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CLI10052,0,0,-0.3330563855612753,1,0.7682715787882621,-0.7327433459424082,-0.48891511758510287,0.3333149673251029,0.6826590317992148,-0.006316188842591986,-0.8250389913830831,0.16653596910555918,0,1.5349746797642687,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
CLI10053,0,1,0.2689732521505693,1,0.7682715787882621,-0.7327433459424082,0.15796401828368692,-0.26872644375278815,-0.6273325852581351,0.3993965716846843,-0.3720375808293099,1.2190749233100797,0,-1.6314104755689722,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
CLI10054,0,0,1.6372224287683979,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-1.6370023780207223,-0.6273325852581351,1.627299987451407,-1.8858038602243032,0.16653596910555918,0,0.7820338360332221,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
CLI10055,0,1,0.159513318021143,1,0.7682715787882621,-0.7327433459424082,0.15796401828368692,-0.15926436901135343,-0.6273325852581351,-0.16089899494641038,-0.6235259083965292,-0.5351566670307879,0,-0.22636907967800113,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
CLI10056,0,1,0.159513318021143,1,0.7682715787882621,-0.7327433459424082,-0.48891511758510287,-0.15926436901135343,-0.6273325852581351,0.8546402514406195,-0.4977817446129195,0.16653596910555918,1,0.4257314724819232,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
CLI10058,1,1,-0.05940655023770959,0,0.7682715787882621,-0.7327433459424082,0.15796401828368692,0.05965978047151605,-0.6273325852581351,1.9581371427556675,0.7306420092731133,5.429230740128163,0,1.2526218633651263,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
CLI10059,0,0,-0.3330563855612753,1,0.7682715787882621,-0.7327433459424082,0.8048431541524768,0.3333149673251029,0.6826590317992148,-0.4219464351937469,0.9547245575541613,-0.5351566670307879,0,2.0122853932009144,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI1006,1,0,-0.9898159903378331,1,-1.7616449947948984,-0.7327433459424082,-0.48891511758510287,0.9900874157737113,0.6826590317992148,-0.8993702470629151,0.43562685578079835,-0.5351566670307879,1,-0.871746945733184,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
CLI10060,1,0,-1.0992759244672594,1,-1.7616449947948984,-0.7327433459424082,0.8048431541524768,1.099549490515146,0.6826590317992148,-1.0015118745652554,0.8225319751149819,-0.5351566670307879,0,1.1316135134797796,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3
CLI10061,0,1,0.159513318021143,1,0.7682715787882621,-0.7327433459424082,0.8048431541524768,-0.15926436901135343,-0.6273325852581351,0.49927780355765045,-0.05606506670639329,1.2190749233100797,0,0.86270606929012,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
CLI10062,0,0,-0.93508602327312,1,-1.7616449947948984,-0.7327433459424082,0.15796401828368692,0.9353563784029939,0.6826590317992148,-0.8014103514749169,0.32439163397222054,-0.5351566670307879,0,-0.9389738067805988,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
CLI10063,0,0,-0.1688664843671359,1,0.7682715787882621,-0.7327433459424082,0.8048431541524768,0.16912185521295078,-0.6273325852581351,1.4995876343917727,-0.009314031453512773,-0.5351566670307879,0,-0.9188057484663744,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
CLI10064,0,0,-0.7161661550142674,1,-0.49668670800331816,-0.7327433459424082,1.4517222900212665,0.7164322289201245,0.6826590317992148,-0.8548969630549805,-1.7165328705155978,-0.5351566670307879,0,-1.1272090177133605,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
CLI10065,0,0,-1.372925759790825,0,-1.7616449947948984,-0.7327433459424082,0.8048431541524768,1.373204677368733,1.992650648856565,-1.2257148660537949,-1.6778423585821796,-0.5351566670307879,0,1.2593445494698676,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
CLI10067,1,0,-0.9898159903378331,0,-1.7616449947948984,-0.7327433459424082,1.4517222900212665,0.9900874157737113,0.6826590317992148,-0.8793657457429548,0.10192119035506501,-0.5351566670307879,0,-0.06502461316420541,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
CLI10068,1,1,-0.22359645143184903,1,0.7682715787882621,0.624361163194121,-0.48891511758510287,0.22385289258366817,-0.6273325852581351,-0.6275576726306846,0.7322541139370058,-0.5351566670307879,1,-0.8515788874189595,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2
CLI10069,0,1,1.4730325275742584,0,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-1.4728092659085703,-0.6273325852581351,-0.07265880056472059,-0.21405132376785158,-0.5351566670307879,1,0.6744708583573583,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
CLI1007,1,1,1.5824924617036848,1,0.7682715787882621,1.9814656723306503,-0.48891511758510287,-1.582271340650005,-0.6273325852581351,0.5118229993006764,-0.9072563292415972,0.16653596910555918,0,0.3517819253297668,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
CLI10070,0,0,-1.0992759244672594,0,-1.7616449947948984,-0.7327433459424082,2.7454805617588462,1.099549490515146,0.6826590317992148,-1.0338637870106715,0.20993220283585792,-0.5351566670307879,0,1.3064033522030583,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3
CLI10071,1,0,-0.93508602327312,0,-1.7616449947948984,-0.7327433459424082,0.8048431541524768,0.9353563784029939,0.6826590317992148,-0.9119436977513083,-0.4913333259573498,-0.5351566670307879,0,0.54673982236727,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3
CLI10072,1,0,-0.93508602327312,0,-1.7616449947948984,-0.7327433459424082,3.392359697627636,0.9353563784029939,0.6826590317992148,-0.7410295332252624,-0.6396469550354535,-0.5351566670307879,0,-1.4902340673694008,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
CLI10073,1,0,-0.9898159903378331,0,-1.7616449947948984,-0.7327433459424082,0.15796401828368692,0.9900874157737113,0.6826590317992148,-0.777308883076716,-0.8250389913830831,-0.5351566670307879,0,-1.2952761703318978,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
CLI10075,1,1,0.159513318021143,0,0.7682715787882621,-0.7327433459424082,4.039238833496426,-0.15926436901135343,-0.6273325852581351,-0.15999483669466075,0.03743700379936774,-0.5351566670307879,0,-0.293595940725416,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
CLI10076,0,0,-0.6614361879495542,0,-0.49668670800331816,-0.7327433459424082,0.8048431541524768,0.6617011915494071,0.6826590317992148,-0.9334739661210962,0.2502348194331687,-0.5351566670307879,0,1.3265714105172826,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CLI10077,0,1,-0.22359645143184903,1,0.7682715787882621,0.624361163194121,0.15796401828368692,0.22385289258366817,-0.6273325852581351,1.476983678098032,-0.9362742131916609,-0.5351566670307879,0,-0.3473774295633479,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4
CLI10078,0,1,0.2689732521505693,0,0.7682715787882621,0.624361163194121,2.7454805617588462,-0.26872644375278815,-0.6273325852581351,1.5146192653271102,-0.30916549893750506,-0.5351566670307879,0,-0.6700663625909393,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
CLI10079,1,1,-0.11413651730242273,0,0.7682715787882621,1.9814656723306503,1.4517222900212665,0.11439081784223341,-0.6273325852581351,0.5204407576376651,0.5113957749837427,-0.5351566670307879,0,-0.569226071019817,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
CLI1008,0,1,1.0899227581212665,1,0.7682715787882621,-0.7327433459424082,-0.48891511758510287,-1.0896920043135487,-0.6273325852581351,0.15428492062443483,-0.7492700721801389,0.16653596910555918,0,0.25094163375864453,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
CLI10080,1,0,0.7615429557329876,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.7613057800892444,-0.6273325852581351,0.24707416121023992,0.2905374360304795,0.16653596910555918,1,-1.214603937075,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
CLI10081,0,0,0.43316315334470873,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.43291955586494024,-0.6273325852581351,0.6826241440452537,-0.3397954875514613,0.16653596910555918,0,1.400520957669439,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
CLI10082,0,0,-0.9898159903378331,1,-1.7616449947948984,-0.7327433459424082,-1.1357942534538927,0.9900874157737113,0.6826590317992148,-0.9005852097137037,0.621018892128428,-0.5351566670307879,0,-0.2398144518874841,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
CLI10083,0,0,-1.0992759244672594,1,-1.7616449947948984,-0.7327433459424082,0.15796401828368692,1.099549490515146,0.6826590317992148,-0.9451432585577398,0.8225319751149819,-0.5351566670307879,1,0.48623564742459663,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3
CLI10084,0,1,0.43316315334470873,0,0.7682715787882621,1.9814656723306503,-0.48891511758510287,-0.43291955586494024,-0.6273325852581351,0.736534579805825,-0.686397990288334,2.6224601955827738,0,0.560185194576753,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
CLI10085,0,1,-1.0445459574025462,1,-1.7616449947948984,0.624361163194121,-0.48891511758510287,1.0448184531444287,0.6826590317992148,-1.0734207105247175,-1.5166318921929363,-0.5351566670307879,1,-0.3406547434586064,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
CLI10086,0,0,-0.49724628675541477,1,-0.49668670800331816,-0.7327433459424082,-1.1357942534538927,0.497508079437255,0.6826590317992148,-0.9231609110620771,-0.6396469550354535,-0.5351566670307879,0,-0.32048668514438194,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
CLI10088,1,0,-0.8256260891436936,0,-0.49668670800331816,-0.7327433459424082,0.15796401828368692,0.8258943036615592,0.6826590317992148,-1.07669828418731,-0.6396469550354535,-0.5351566670307879,0,1.4879158770310783,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI10089,0,0,-0.1688664843671359,1,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,0.16912185521295078,-0.6273325852581351,0.9811658967948325,-0.9362742131916609,0.16653596910555918,0,-0.06502461316420541,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
